Ly96,1,16688456,16709605,1,Ly96_function,Ly96,Ly96_Description
Jph1,1,16994940,17097889,-1,Jph1_function,Jph1,Jph1_Description
Gdap1,1,17145373,17164270,1,Gdap1_function,Gdap1,Gdap1_Description
Pi15,1,17601901,17630939,1,Pi15_function,Pi15,Pi15_Description
Gm16070,1,17676027,17727646,-1,Gm16070_function,Gm16070,Gm16070_Description
Crispld1,1,17727417,17766207,1,Crispld1_function,Crispld1,Crispld1_Description
Crisp4,1,18115191,18137051,-1,Crisp4_function,Crisp4,Crisp4_Description
Defb44-ps,1,18210053,18223564,-1,Defb44-ps_function,Defb44-ps,Defb44-ps_Description
Defb18,1,18236473,18237443,-1,Defb18_function,Defb18,Defb18_Description
Defb41,1,18250978,18265138,-1,Defb41_function,Defb41,Defb41_Description
Gm15386,1,18260524,18265138,-1,Gm15386_function,Gm15386,Gm15386_Description
Tfap2d,1,19103022,19166332,1,Tfap2d_function,Tfap2d,Tfap2d_Description
Tfap2b,1,19208914,19238845,1,Tfap2b_function,Tfap2b,Tfap2b_Description
Pkhd1,1,20057779,20618057,-1,Pkhd1_function,Pkhd1,Pkhd1_Description
4930486I03Rik,1,20356454,20392300,1,4930486I03Rik_function,4930486I03Rik,4930486I03Rik_Description
Linc-md1,1,20669882,20682958,1,Linc-md1_function,Linc-md1,Linc-md1_Description
Mir206,1,20679010,20679082,1,Mir206_function,Mir206,Mir206_Description
Mir133b,1,20682769,20682887,1,Mir133b_function,Mir133b,Mir133b_Description
Il17a,1,20730905,20734496,1,Il17a_function,Il17a,Il17a_Description
Il17f,1,20777146,20784270,-1,Il17f_function,Il17f,Il17f_Description
Mcm3,1,20803014,20820213,-1,Mcm3_function,Mcm3,Mcm3_Description
6720483E21Rik,1,20888650,20890473,-1,6720483E21Rik_function,6720483E21Rik,6720483E21Rik_Description
Paqr8,1,20890622,20938756,1,Paqr8_function,Paqr8,Paqr8_Description
Efhc1,1,20951626,20990841,1,Efhc1_function,Efhc1,Efhc1_Description
Tram2,1,21001397,21079225,-1,Tram2_function,Tram2,Tram2_Description
Tmem14a,1,21218575,21230167,1,Tmem14a_function,Tmem14a,Tmem14a_Description
Gsta3,1,21240585,21265575,1,Gsta3_function,Gsta3,Gsta3_Description
Gm4956,1,21285246,21298312,-1,Gm4956_function,Gm4956,Gm4956_Description
Khdc1a,1,21349677,21352199,1,Khdc1a_function,Khdc1a,Khdc1a_Description
Khdc1c,1,21368331,21369743,1,Khdc1c_function,Khdc1c,Khdc1c_Description
Khdc1b,1,21383556,21386384,1,Khdc1b_function,Khdc1b,Khdc1b_Description
Kcnq5,1,21398403,21961942,-1,Kcnq5_function,Kcnq5,Kcnq5_Description
Rims1,1,22288422,22805724,-1,Rims1_function,Rims1,Rims1_Description
4933415F23Rik,1,23100474,23102253,-1,4933415F23Rik_function,4933415F23Rik,4933415F23Rik_Description
Mir30a,1,23272269,23272339,1,Mir30a_function,Mir30a,Mir30a_Description
Mir30c-2,1,23291701,23291784,1,Mir30c-2_function,Mir30c-2,Mir30c-2_Description
Ogfrl1,1,23366424,23383175,-1,Ogfrl1_function,Ogfrl1,Ogfrl1_Description
B3gat2,1,23761926,23847858,1,B3gat2_function,B3gat2,B3gat2_Description
Smap1,1,23844825,23922381,-1,Smap1_function,Smap1,Smap1_Description
Sdhaf4,1,23995939,24005640,-1,Sdhaf4_function,Sdhaf4,Sdhaf4_Description
Fam135a,1,24010758,24100341,-1,Fam135a_function,Fam135a,Fam135a_Description
Col9a1,1,24177610,24252738,1,Col9a1_function,Col9a1,Col9a1_Description
Col19a1,1,24257683,24587437,-1,Col19a1_function,Col19a1,Col19a1_Description
Lmbrd1,1,24678544,24766301,1,Lmbrd1_function,Lmbrd1,Lmbrd1_Description
Adgrb3,1,25067476,25829707,-1,Adgrb3_function,Adgrb3,Adgrb3_Description
Gm20172,1,25276404,25277954,-1,Gm20172_function,Gm20172,Gm20172_Description
4931408C20Rik,1,26681801,26687460,-1,4931408C20Rik_function,4931408C20Rik,4931408C20Rik_Description
Gm597,1,28776122,28780252,-1,Gm597_function,Gm597,Gm597_Description
Mir6342,1,29421488,29421612,1,Mir6342_function,Mir6342,Mir6342_Description
Phf3,1,30802342,30863256,-1,Phf3_function,Phf3,Phf3_Description
Ptp4a1,1,30940303,30949755,-1,Ptp4a1_function,Ptp4a1,Ptp4a1_Description
Gm13363,1,30941592,30949710,-1,Gm13363_function,Gm13363,Gm13363_Description
4931428L18Rik,1,31141078,31222656,-1,4931428L18Rik_function,4931428L18Rik,4931428L18Rik_Description
Lgsn,1,31176435,31204725,1,Lgsn_function,Lgsn,Lgsn_Description
Pih1d3,1,31222839,31224287,1,Pih1d3_function,Pih1d3,Pih1d3_Description
Gm4850,1,31264847,31268061,1,Gm4850_function,Gm4850,Gm4850_Description
Khdrbs2,1,32172806,32657738,1,Khdrbs2_function,Khdrbs2,Khdrbs2_Description
Gm9839,1,32519563,32520999,-1,Gm9839_function,Gm9839,Gm9839_Description
Gm5415,1,32543546,32547293,-1,Gm5415_function,Gm5415,Gm5415_Description
Prim2,1,33453808,33669794,-1,Prim2_function,Prim2,Prim2_Description
1700001G17Rik,1,33669824,33670712,1,1700001G17Rik_function,1700001G17Rik,1700001G17Rik_Description
Rab23,1,33719896,33742564,1,Rab23_function,Rab23,Rab23_Description
Bag2,1,33745484,33757750,-1,Bag2_function,Bag2,Bag2_Description
Zfp451,1,33761541,33814595,-1,Zfp451_function,Zfp451,Zfp451_Description
Gm15455,1,33835899,33838914,-1,Gm15455_function,Gm15455,Gm15455_Description
Bend6,1,33852052,33907621,-1,Bend6_function,Bend6,Bend6_Description
Dst,1,33908225,34308662,1,Dst_function,Dst,Dst_Description
Mir6896,1,34117359,34117431,1,Mir6896_function,Mir6896,Mir6896_Description
Mir5103,1,34433121,34433199,-1,Mir5103_function,Mir5103,Mir5103_Description
Ccdc115,1,34436670,34439672,-1,Ccdc115_function,Ccdc115,Ccdc115_Description
Imp4,1,34439829,34445747,1,Imp4_function,Imp4,Imp4_Description
Ptpn18,1,34459746,34473779,1,Ptpn18_function,Ptpn18,Ptpn18_Description
Prss39,1,34498430,34503062,1,Prss39_function,Prss39,Prss39_Description
Cfc1,1,34535648,34544311,1,Cfc1_function,Cfc1,Cfc1_Description
Prss40,1,34552331,34560943,-1,Prss40_function,Prss40,Prss40_Description
Amer3,1,34579693,34590944,1,Amer3_function,Amer3,Amer3_Description
AA619741,1,34633535,34636210,-1,AA619741_function,AA619741,AA619741_Description
Arhgef4,1,34801722,34812754,1,Arhgef4_function,Arhgef4,Arhgef4_Description
Fam168b,1,34813218,34843050,-1,Fam168b_function,Fam168b,Fam168b_Description
Plekhb2,1,34849959,34879585,1,Plekhb2_function,Plekhb2,Plekhb2_Description
Hs6st1,1,36068400,36106446,1,Hs6st1_function,Hs6st1,Hs6st1_Description
Uggt1,1,36140028,36244302,-1,Uggt1_function,Uggt1,Uggt1_Description
Mir6897,1,36144252,36144313,-1,Mir6897_function,Mir6897,Mir6897_Description
Neurl3,1,36264602,36273425,-1,Neurl3_function,Neurl3,Neurl3_Description
Arid5a,1,36307733,36324029,1,Arid5a_function,Arid5a,Arid5a_Description
Kansl3,1,36335730,36369181,-1,Kansl3_function,Kansl3,Kansl3_Description
Mir6898,1,36348682,36348758,-1,Mir6898_function,Mir6898,Mir6898_Description
Fer1l5,1,36372291,36422110,1,Fer1l5_function,Fer1l5,Fer1l5_Description
Lman2l,1,36423186,36445239,-1,Lman2l_function,Lman2l,Lman2l_Description
Cnnm4,1,36471597,36508776,1,Cnnm4_function,Cnnm4,Cnnm4_Description
Cnnm3,1,36511876,36528237,1,Cnnm3_function,Cnnm3,Cnnm3_Description
Ankrd23,1,36530534,36535729,-1,Ankrd23_function,Ankrd23,Ankrd23_Description
Ankrd39,1,36538173,36547201,-1,Ankrd39_function,Ankrd39,Ankrd39_Description
Sema4c,1,36548639,36558381,-1,Sema4c_function,Sema4c,Sema4c_Description
Fam178b,1,36562696,36683183,-1,Fam178b_function,Fam178b,Fam178b_Description
Cox5b,1,36691487,36693388,1,Cox5b_function,Cox5b,Cox5b_Description
Actr1b,1,36699202,36709925,-1,Actr1b_function,Actr1b,Actr1b_Description
4933424G06Rik,1,36714538,36757960,1,4933424G06Rik_function,4933424G06Rik,4933424G06Rik_Description
Zap70,1,36761798,36782820,1,Zap70_function,Zap70,Zap70_Description
Tmem131,1,36792189,36939527,-1,Tmem131_function,Tmem131,Tmem131_Description
Cnga3,1,37218278,37263384,1,Cnga3_function,Cnga3,Cnga3_Description
Inpp4a,1,37299838,37410740,1,Inpp4a_function,Inpp4a,Inpp4a_Description
Coa5,1,37417085,37430103,-1,Coa5_function,Coa5,Coa5_Description
Unc50,1,37430172,37439124,1,Unc50_function,Unc50,Unc50_Description
Mgat4a,1,37439340,37541016,-1,Mgat4a_function,Mgat4a,Mgat4a_Description
4930594C11Rik,1,37485851,37488605,-1,4930594C11Rik_function,4930594C11Rik,4930594C11Rik_Description
2010300C02Rik,1,37611676,37719811,-1,2010300C02Rik_function,2010300C02Rik,2010300C02Rik_Description
Tsga10,1,37754572,37865298,-1,Tsga10_function,Tsga10,Tsga10_Description
Lipt1,1,37872206,37876298,1,Lipt1_function,Lipt1,Lipt1_Description
Mitd1,1,37878890,37890411,-1,Mitd1_function,Mitd1,Mitd1_Description
Mrpl30,1,37890553,37898333,1,Mrpl30_function,Mrpl30,Mrpl30_Description
Lyg2,1,37905923,37916493,-1,Lyg2_function,Lyg2,Lyg2_Description
Lyg1,1,37946738,37957759,-1,Lyg1_function,Lyg1,Lyg1_Description
Txndc9,1,37983867,37997208,-1,Txndc9_function,Txndc9,Txndc9_Description
Eif5b,1,37998010,38055579,1,Eif5b_function,Eif5b,Eif5b_Description
Rev1,1,38052786,38129662,-1,Rev1_function,Rev1,Rev1_Description
Aff3,1,38175991,38627244,-1,Aff3_function,Aff3,Aff3_Description
Lonrf2,1,38794509,38821215,-1,Lonrf2_function,Lonrf2,Lonrf2_Description
Chst10,1,38863873,38898160,-1,Chst10_function,Chst10,Chst10_Description
Nms,1,38939149,38950276,1,Nms_function,Nms,Nms_Description
Pdcl3,1,38987814,38997236,1,Pdcl3_function,Pdcl3,Pdcl3_Description
Mir6349,1,39186896,39186992,-1,Mir6349_function,Mir6349,Mir6349_Description
Npas2,1,39194272,39363240,1,Npas2_function,Npas2,Npas2_Description
Rpl31,1,39367851,39371910,1,Rpl31_function,Rpl31,Rpl31_Description
Tbc1d8,1,39371496,39478747,-1,Tbc1d8_function,Tbc1d8,Tbc1d8_Description
Cnot11,1,39535802,39546877,1,Cnot11_function,Cnot11,Cnot11_Description
Snord89,1,39548747,39548840,-1,Snord89_function,Snord89,Snord89_Description
Rnf149,1,39551296,39577347,-1,Rnf149_function,Rnf149,Rnf149_Description
Creg2,1,39618406,39651182,-1,Creg2_function,Creg2,Creg2_Description
Rfx8,1,39665301,39720989,-1,Rfx8_function,Rfx8,Rfx8_Description
Gm3646,1,39804141,39805332,-1,Gm3646_function,Gm3646,Gm3646_Description
1700066B17Rik,1,39842428,39847330,-1,1700066B17Rik_function,1700066B17Rik,1700066B17Rik_Description
Map4k4,1,39900913,40026310,1,Map4k4_function,Map4k4,Map4k4_Description
Gm16894,1,40076212,40085851,-1,Gm16894_function,Gm16894,Gm16894_Description
Il1r2,1,40084768,40125226,1,Il1r2_function,Il1r2,Il1r2_Description
Il1r1,1,40225080,40316177,1,Il1r1_function,Il1r1,Il1r1_Description
Il1rl2,1,40324627,40365471,1,Il1rl2_function,Il1rl2,Il1rl2_Description
Il1rl1,1,40429570,40465414,1,Il1rl1_function,Il1rl1,Il1rl1_Description
Il18r1,1,40465552,40500854,1,Il18r1_function,Il18r1,Il18r1_Description
Il18rap,1,40515362,40551705,1,Il18rap_function,Il18rap,Il18rap_Description
Slc9a4,1,40580227,40630731,1,Slc9a4_function,Slc9a4,Slc9a4_Description
Slc9a2,1,40681712,40768885,1,Slc9a2_function,Slc9a2,Slc9a2_Description
Mfsd9,1,40772040,40790657,-1,Mfsd9_function,Mfsd9,Mfsd9_Description
Tmem182,1,40805601,40855267,1,Tmem182_function,Tmem182,Tmem182_Description
4930448I06Rik,1,41167560,41181252,-1,4930448I06Rik_function,4930448I06Rik,4930448I06Rik_Description
Pantr1,1,42648200,42694825,-1,Pantr1_function,Pantr1,Pantr1_Description
Pou3f3,1,42697146,42700209,1,Pou3f3_function,Pou3f3,Pou3f3_Description
2900092D14Rik,1,42700336,42703176,1,2900092D14Rik_function,2900092D14Rik,2900092D14Rik_Description
Pantr2,1,42707063,42713454,-1,Pantr2_function,Pantr2,Pantr2_Description
Dalir,1,42750712,42752886,1,Dalir_function,Dalir,Dalir_Description
Mrps9,1,42851233,42905683,1,Mrps9_function,Mrps9,Mrps9_Description
Gpr45,1,42952872,43035449,1,Gpr45_function,Gpr45,Gpr45_Description
Tgfbrap1,1,43047269,43098622,-1,Tgfbrap1_function,Tgfbrap1,Tgfbrap1_Description
AI597479,1,43098710,43115946,1,AI597479_function,AI597479,AI597479_Description
Fhl2,1,43123071,43196761,-1,Fhl2_function,Fhl2,Fhl2_Description
Nck2,1,43445751,43570518,1,Nck2_function,Nck2,Nck2_Description
1500015O10Rik,1,43730602,43742564,1,1500015O10Rik_function,1500015O10Rik,1500015O10Rik_Description
Uxs1,1,43750231,43827708,-1,Uxs1_function,Uxs1,Uxs1_Description
Tpp2,1,43934007,44002971,1,Tpp2_function,Tpp2,Tpp2_Description
Mettl21c,1,44009408,44020006,-1,Mettl21c_function,Mettl21c,Mettl21c_Description
Tex30,1,44086617,44102388,-1,Tex30_function,Tex30,Tex30_Description
Kdelc1,1,44106546,44118773,-1,Kdelc1_function,Kdelc1,Kdelc1_Description
Bivm,1,44119968,44144771,1,Bivm_function,Bivm,Bivm_Description
Ercc5,1,44147744,44181260,1,Ercc5_function,Ercc5,Ercc5_Description
Mettl21e,1,44204070,44218931,-1,Mettl21e_function,Mettl21e,Mettl21e_Description
Gulp1,1,44551671,44796836,1,Gulp1_function,Gulp1,Gulp1_Description
4930521E06Rik,1,44739675,44744949,-1,4930521E06Rik_function,4930521E06Rik,4930521E06Rik_Description
Col3a1,1,45311538,45349706,1,Col3a1_function,Col3a1,Col3a1_Description
Col5a2,1,45374331,45503282,-1,Col5a2_function,Col5a2,Col5a2_Description
Wdr75,1,45795501,45823613,1,Wdr75_function,Wdr75,Wdr75_Description
Slc40a1,1,45908070,45925594,-1,Slc40a1_function,Slc40a1,Slc40a1_Description
Stk-ps2,1,46020415,46030437,-1,Stk-ps2_function,Stk-ps2,Stk-ps2_Description
Dnah7b,1,46066738,46373550,1,Dnah7b_function,Dnah7b,Dnah7b_Description
Slc39a10,1,46807544,46853509,-1,Slc39a10_function,Slc39a10,Slc39a10_Description
Mir6350,1,47467021,47467125,-1,Mir6350_function,Mir6350,Mir6350_Description
Tmeff2,1,50927523,51187270,1,Tmeff2_function,Tmeff2,Tmeff2_Description
9330175M20Rik,1,51218386,51333779,-1,9330175M20Rik_function,9330175M20Rik,9330175M20Rik_Description
Sdpr,1,51289126,51302960,1,Sdpr_function,Sdpr,Sdpr_Description
Nabp1,1,51469488,51478399,-1,Nabp1_function,Nabp1,Nabp1_Description
Myo1b,1,51749758,51915978,-1,Myo1b_function,Myo1b,Myo1b_Description
Stat4,1,51987148,52107189,1,Stat4_function,Stat4,Stat4_Description
Stat1,1,52119438,52161865,1,Stat1_function,Stat1,Stat1_Description
Gls,1,52163450,52233232,-1,Gls_function,Gls,Gls_Description
Nab1,1,52455849,52500448,-1,Nab1_function,Nab1,Nab1_Description
Tmem194b,1,52630705,52651919,1,Tmem194b_function,Tmem194b,Tmem194b_Description
Mfsd6,1,52656305,52727318,-1,Mfsd6_function,Mfsd6,Mfsd6_Description
Inpp1,1,52789420,52817688,-1,Inpp1_function,Inpp1,Inpp1_Description
Hibch,1,52845046,52920860,1,Hibch_function,Hibch,Hibch_Description
1700019D03Rik,1,52925127,52952840,-1,1700019D03Rik_function,1700019D03Rik,1700019D03Rik_Description
Mstn,1,53061663,53068079,1,Mstn_function,Mstn,Mstn_Description
1700019A02Rik,1,53158577,53187617,-1,1700019A02Rik_function,1700019A02Rik,1700019A02Rik_Description
Pms1,1,53189189,53296996,-1,Pms1_function,Pms1,Pms1_Description
Ormdl1,1,53297095,53310245,1,Ormdl1_function,Ormdl1,Ormdl1_Description
Osgepl1,1,53313624,53326342,1,Osgepl1_function,Osgepl1,Osgepl1_Description
Asnsd1,1,53344617,53352752,-1,Asnsd1_function,Asnsd1,Asnsd1_Description
Dnah7a,1,53397002,53706784,-1,Dnah7a_function,Dnah7a,Dnah7a_Description
Stk17b,1,53755512,53785215,-1,Stk17b_function,Stk17b,Stk17b_Description
Hecw2,1,53806874,54195034,-1,Hecw2_function,Hecw2,Hecw2_Description
Mir7681,1,53849424,53849495,1,Mir7681_function,Mir7681,Mir7681_Description
Ccdc150,1,54250683,54368727,1,Ccdc150_function,Ccdc150,Ccdc150_Description
Gtf3c3,1,54397581,54438971,-1,Gtf3c3_function,Gtf3c3,Gtf3c3_Description
Pgap1,1,54473000,54557684,-1,Pgap1_function,Pgap1,Pgap1_Description
Ankrd44,1,54645340,54926387,-1,Ankrd44_function,Ankrd44,Ankrd44_Description
Sf3b1,1,54985170,55027478,-1,Sf3b1_function,Sf3b1,Sf3b1_Description
Coq10b,1,55052770,55072702,1,Coq10b_function,Coq10b,Coq10b_Description
Hspd1,1,55077834,55087932,-1,Hspd1_function,Hspd1,Hspd1_Description
Hspe1,1,55088148,55091317,1,Hspe1_function,Hspe1,Hspe1_Description
Mob4,1,55131245,55154899,1,Mob4_function,Mob4,Mob4_Description
Rftn2,1,55170160,55226782,-1,Rftn2_function,Rftn2,Rftn2_Description
Mars2,1,55237177,55240058,1,Mars2_function,Mars2,Mars2_Description
Boll,1,55300069,55363469,-1,Boll_function,Boll,Boll_Description
Plcl1,1,55405946,55754285,1,Plcl1_function,Plcl1,Plcl1_Description
9130227L01Rik,1,55931241,55972098,1,9130227L01Rik_function,9130227L01Rik,9130227L01Rik_Description
1700003I22Rik,1,56018978,56020203,1,1700003I22Rik_function,1700003I22Rik,1700003I22Rik_Description
Hsfy2,1,56636051,56637451,-1,Hsfy2_function,Hsfy2,Hsfy2_Description
Satb2,1,56793981,56971334,-1,Satb2_function,Satb2,Satb2_Description
9130024F11Rik,1,56971469,56975196,1,9130024F11Rik_function,9130024F11Rik,9130024F11Rik_Description
BC055402,1,57200645,57214996,-1,BC055402_function,BC055402,BC055402_Description
4930558J18Rik,1,57359222,57377544,-1,4930558J18Rik_function,4930558J18Rik,4930558J18Rik_Description
1700066M21Rik,1,57377620,57385422,1,1700066M21Rik_function,1700066M21Rik,1700066M21Rik_Description
Tyw5,1,57388244,57406674,-1,Tyw5_function,Tyw5,Tyw5_Description
9430016H08Rik,1,57406548,57415958,1,9430016H08Rik_function,9430016H08Rik,9430016H08Rik_Description
Spats2l,1,57774861,57948397,1,Spats2l_function,Spats2l,Spats2l_Description
Kctd18,1,57955101,57970084,-1,Kctd18_function,Kctd18,Kctd18_Description
Sgol2a,1,57985340,58026277,1,Sgol2a_function,Sgol2a,Sgol2a_Description
Aox1,1,58029969,58106410,1,Aox1_function,Aox1,Aox1_Description
Aox3,1,58113136,58200452,1,Aox3_function,Aox3,Aox3_Description
Aox4,1,58210397,58268596,1,Aox4_function,Aox4,Aox4_Description
Aox2,1,58278326,58379264,1,Aox2_function,Aox2,Aox2_Description
Bzw1,1,58393136,58406548,1,Bzw1_function,Bzw1,Bzw1_Description
Clk1,1,58411988,58424088,-1,Clk1_function,Clk1,Clk1_Description
Ppil3,1,58430993,58445486,-1,Ppil3_function,Ppil3,Ppil3_Description
Nif3l1,1,58447633,58462276,1,Nif3l1_function,Nif3l1,Nif3l1_Description
Orc2,1,58462771,58505109,-1,Orc2_function,Orc2,Orc2_Description
Fam126b,1,58522806,58586333,-1,Fam126b_function,Fam126b,Fam126b_Description
Ndufb3,1,58586599,58595948,1,Ndufb3_function,Ndufb3,Ndufb3_Description
Gm20257,1,58652641,58655831,1,Gm20257_function,Gm20257,Gm20257_Description
Als2cr12,1,58658120,58695989,-1,Als2cr12_function,Als2cr12,Als2cr12_Description
Cflar,1,58711491,58759209,1,Cflar_function,Cflar,Cflar_Description
Casp8,1,58795374,58847503,1,Casp8_function,Casp8,Casp8_Description
Trak2,1,58900450,58973482,-1,Trak2_function,Trak2,Trak2_Description
Stradb,1,58973571,58995121,1,Stradb_function,Stradb,Stradb_Description
Als2cr11,1,59050506,59094900,-1,Als2cr11_function,Als2cr11,Als2cr11_Description
Tmem237,1,59100593,59120096,-1,Tmem237_function,Tmem237,Tmem237_Description
Mpp4,1,59120935,59163389,-1,Mpp4_function,Mpp4,Mpp4_Description
Als2,1,59162756,59237231,-1,Als2_function,Als2,Als2_Description
Cdk15,1,59256907,59352369,1,Cdk15_function,Cdk15,Cdk15_Description
Fzd7,1,59482147,59486955,1,Fzd7_function,Fzd7,Fzd7_Description
Gm973,1,59516264,59634509,1,Gm973_function,Gm973,Gm973_Description
Sumo1,1,59639434,59670834,-1,Sumo1_function,Sumo1,Sumo1_Description
Nop58,1,59685006,59711510,1,Nop58_function,Nop58,Nop58_Description
Snord70,1,59691958,59692010,1,Snord70_function,Snord70,Snord70_Description
Snord11,1,59704808,59704870,1,Snord11_function,Snord11,Snord11_Description
Bmpr2,1,59764279,59878081,1,Bmpr2_function,Bmpr2,Bmpr2_Description
Fam117b,1,59913006,59985348,1,Fam117b_function,Fam117b,Fam117b_Description
Ica1l,1,59989068,60043087,-1,Ica1l_function,Ica1l,Ica1l_Description
Wdr12,1,60076868,60098500,-1,Wdr12_function,Wdr12,Wdr12_Description
Carf,1,60098247,60153953,1,Carf_function,Carf,Carf_Description
Nbeal1,1,60180599,60334705,1,Nbeal1_function,Nbeal1,Nbeal1_Description
Cyp20a1,1,60343372,60387387,1,Cyp20a1_function,Cyp20a1,Cyp20a1_Description
Abi2,1,60409619,60481163,1,Abi2_function,Abi2,Abi2_Description
Raph1,1,60483185,60566765,-1,Raph1_function,Raph1,Raph1_Description
Cd28,1,60746388,60773359,1,Cd28_function,Cd28,Cd28_Description
Ctla4,1,60909025,60915832,1,Ctla4_function,Ctla4,Ctla4_Description
Icos,1,60977914,61000321,1,Icos_function,Icos,Icos_Description
9530026F06Rik,1,61378432,61395904,1,9530026F06Rik_function,9530026F06Rik,9530026F06Rik_Description
Pard3b,1,61638824,62642284,1,Pard3b_function,Pard3b,Pard3b_Description
Nrp2,1,62703317,62818692,1,Nrp2_function,Nrp2,Nrp2_Description
